level_0,index,News,clean_news
27497,27545, 'Thrissur: Charred body of woman found near highway,'thrissur: charred body woman found near highway
40485,40552, 'Coronavirus fallout: Palace on Wheels set to cancel 3 trips,'coronavirus fallout: palace wheels set cancel trips
6515,6534, 'MBBS,'mbbs
217624,217809, 84 for 20 councillors,for councillors
226016,226208, 'Goa: Endemic viper makes rare appearance in home,'goa: endemic viper makes rare appearance home
64138,64225, 'Rajasthan: One tests Covid-19 positive in Pokhran,'rajasthan: one tests covid-19 positive pokhran
214264,214446, 'Former minister Hari Narayan Rai,'former minister hari narayan rai
109808,109921, 'Agra DM issues notice to Priyanka over ‘misleading’ Covid deaths tweet,'agra issues notice priyanka over ‘misleading’ covid deaths tweet
172991,173140," rescued moments before being 'sold' into into flesh trade""","rescued moments before being 'sold' into into flesh trade"""
172218,172367, 'Delhi court slams south corporation for harassing elderly trader,'delhi court slams south corporation for harassing elderly trader
71809,71899, 'Covid relapses in 3 more Patan patients,'covid relapses more patan patients
129899,130019, 'Prices shoot up as Sunday markets return to business with depleted stocks in Kolkata,'prices shoot sunday markets return business with depleted stocks kolkata
86760,86861, 'Guntur starts home delivery of meat and fish in all zones,'guntur starts home delivery meat and fish all zones
79173,79268, 'More stns,'more stns
8353,8377, 'Nagpur: After CAA,'nagpur: after caa
211221,211400, love jihad bills yet to reach scrutiny panel,love jihad bills yet reach scrutiny panel
38750,38813, 'Shivajinagar among coolest Maharashtra spots as mercury slides below 15°C mark,'shivajinagar among coolest maharashtra spots mercury slides below 15°c mark
125766,125885, 'Replace faulty street lamps in tiger reserve,'replace faulty street lamps tiger reserve
189664,189827, 'Kajal Aggarwal-Gautam Kitchlu move into new home post fairytale wedding,'kajal aggarwal-gautam kitchlu move into new home post fairytale wedding
22622,22662,700 crore PMC fraud chargesheet,700 crore pmc fraud chargesheet
157550,157688, damages 100 vehicles,damages 100 vehicles
219829,220017, 'A matter of stripes,matter stripes
148092,148223," ""Actor Puneet Issar's son Siddhant not keen on doing TV""","""actor puneet issar's son siddhant not keen doing tv"""
108135,108248, 'Lockdown lessons forgotten? 1K corona cases in three wks,'lockdown lessons forgotten? corona cases three wks
123377,123495," ""Class X student commits suicide in Maharashtra's Sangli district""","""class student commits suicide maharashtra's sangli district"""
123085,123203, 'LRD jawan booked for taking bribe,'lrd jawan booked for taking bribe
186314,186477, 'AAP dares BJP MLAs to take a stand on double-tracking,'aap dares bjp mlas take stand double-tracking
176503,176654, 'Public prosecution to be made more effective,'public prosecution made more effective
179698,179851, 'Murdered thevar man’s kin protest at RDO office,'murdered thevar man’s kin protest rdo office
3744,3756," ""Deepika Padukone shares the new dialogue promo of 'Chhapaak'; watch the video here""","""deepika padukone shares the new dialogue promo 'chhapaak'; watch the video here"""
74920,75013, third Covid-19 case in Davanagere,third covid-19 case davanagere
141687,141813, 'Kolkata: Ballygunge a spot of worry in revised containment list,'kolkata: ballygunge spot worry revised containment list
194781,194947, 'Mayor meets councillors to discuss house meeting agendas,'mayor meets councillors discuss house meeting agendas
43431,43499, 'Tamil Nadu: Hospital,'tamil nadu: hospital
175573,175724," ""Zayn Malik's girlfriend Gigi Hadid shares glimpse of their first date night since welcoming their baby girl""","""zayn malik's girlfriend gigi hadid shares glimpse their first date night since welcoming their baby girl"""
62358,62444, 'Take goods trains for duty,'take goods trains for duty
186466,186629, 'Scaled down celebrations in Madikeri as well,'scaled down celebrations madikeri well
118557,118675, 'Diesel now at Rs 80.8 per litre in Delhi,'diesel now 80.8 per litre delhi
39593,39659, 'Shivaji Surathkal to be premiered in London,'shivaji surathkal premiered london
166912,167058, 'HC order allows merchants to function from Central Market,'hc order allows merchants function from central market
169597,169745, 'Control room to give info on bed availability,'control room give info bed availability
16262,16297, 'Rallies against CAA,'rallies against caa
155126,155262, 'Covid proves boon for Hyderabad’s health startups,'covid proves boon for hyderabad’s health startups
146740,146869, Tutor posts; download application form here,tutor posts; download application form here
159939,160079, 'Pune cops book two for fiddling with scores of 178 students,'pune cops book two for fiddling with scores 178 students
224758,224949, 'Prevailing situation in India like during British rule: Sonia,'prevailing situation india like during british rule: sonia
178559,178712, night sweeping resumes in Dhanbad pockets,night sweeping resumes dhanbad pockets
143928,144055, 'Heavy rain damages crops in North Karnataka,'heavy rain damages crops north karnataka
174717,174868, 'PCB records decline in patients in core areas,'pcb records decline patients core areas
84745,84841, Tamil Nadu government consider home isolation,tamil nadu government consider home isolation
70928,71018, rainfall pull down mercury,rainfall pull down mercury
154936,155072, 'Drunk man mistaken for thief,'drunk man mistaken for thief
93732,93835, 'Monuments,'monuments
157381,157518, 'Online classes: HC wants cyber safety of kids ensured,'online classes: wants cyber safety kids ensured
215979,216164, Indore,indore
188485,188648, 'Hollywood calling for Bengaluru boy Rohan Gurbaxani,'hollywood calling for bengaluru boy rohan gurbaxani
215770,215955, 'Cellphones &amp; scooter worth Rs 49k stolen,'cellphones scooter worth 49k stolen
52720,52797, 'Pune: Sassoon hospital to treat Covid-19 patients under 1 roof from March 31,'pune: sassoon hospital treat covid-19 patients under roof from march
127525,127644, 'Kolkata: Hospital asked to refund Rs 1.4 lakh of PPE bill to patient,'kolkata: hospital asked refund 1.4 lakh ppe bill patient
76792,76885, no chain snatched,chain snatched
179707,179860, 'Nagpur: It was wrong to grant licences to 50 sawmills,'nagpur: was wrong grant licences sawmills
156385,156522, 'Hosp waste found in room,'hosp waste found room
42503,42571, 'Corpn school starts early,'corpn school starts early
64818,64905, 9 patients discharged in Karur,patients discharged karur
79416,79511, 'CBSE schools write to government with plea against fee waiver,'cbse schools write government with plea against fee waiver
158800,158939, 'AAP-BJP confrontation intensifies,'aap-bjp confrontation intensifies
53230,53307, 'Oppo’s India engineers are developing image processing,'oppo’s india engineers are developing image processing
192808,192973, 'Godavari concrete-removal: Further work after spot check,'godavari concrete-removal: further work after spot check
199501,199671, says Shah,says shah
159155,159294, 'Parks restrict entry for kids,'parks restrict entry for kids
22317,22357, 'Elderly couple attacked with axe and killed in Saharanpur,'elderly couple attacked with axe and killed saharanpur
175928,176079, 'Complaint against Umrer Municipal Council for driving out stray dogs cruelly,'complaint against umrer municipal council for driving out stray dogs cruelly
16484,16519, 'Youths who risked lives to save woman feted,'youths who risked lives save woman feted
43679,43747, 'YSRC will win by a landslide: Nagi Reddy,'ysrc will win landslide: nagi reddy
205951,206125, 'Parties seek educational institutes’ support in polls,'parties seek educational institutes’ support polls
218359,218545, chill sets in,chill sets
158353,158491, 'Panchayat elections: Over 13 lakh to cast votes in Jaipur,'panchayat elections: over lakh cast votes jaipur
80241,80336, '7 killed in 4 accidents in Krishnagiri,killed accidents krishnagiri
27413,27461, health for all will make Tricolour fly high: Delhi CM,health for all will make tricolour fly high: delhi
140143,140267, 'ACP gets medal for excellence,'acp gets medal for excellence
12769,12799, 'Proud of women officers courage: Digvijaya on Rajgarh incident,'proud women officers courage: digvijaya rajgarh incident
69878,69966, 'Police help Armyman’s pregnant wife reach hosp,'police help armyman’s pregnant wife reach hosp
49398,49471, 'History-sheeter nabbed by crime branch,'history-sheeter nabbed crime branch
214445,214627, 'December 3-9 registers lowest weekly Covid deaths in Pune since May,'december 3-9 registers lowest weekly covid deaths pune since may
203249,203421, 'TRS offers free power,'trs offers free power
211452,211631, 'Guard foils attempt to steal cash from ATM,'guard foils attempt steal cash from atm
37185,37246, 'Vyapam scam accused found heading government hospital in Madhya Pradesh,'vyapam scam accused found heading government hospital madhya pradesh
189818,189981, 'Rare 20mn-yr-old fossil of palm leaves found in Ladakh,'rare 20mn-yr-old fossil palm leaves found ladakh
98793,98900, 'Govt orders austerity measures,'govt orders austerity measures
175326,175477, 'Pune: Police arrest five drug traffickers,'pune: police arrest five drug traffickers
144491,144618, '4 booked for hoisting ‘Khalistan’ flag in Sirsa,booked for hoisting ‘khalistan’ flag sirsa
129959,130079, officials go behind masks in MP,officials behind masks
48841,48914, 'Cops threaten face mask machine maker,'cops threaten face mask machine maker
141269,141394, government sanctions 312 new traffic police posts,government sanctions 312 new traffic police posts
76042,76135, 'Labourers facing harassment by locals,'labourers facing harassment locals
162635,162777, recoveries cross 5 lakh,recoveries cross lakh
171090,171238, 'Mobile ration shop inaugurated,'mobile ration shop inaugurated
117213,117329, 'Saving the Yamuna: Why river needs a fresh start,'saving the yamuna: why river needs fresh start
178678,178831, 'West Bengal asks private hospitals to get help from non-Covid specialists for crisis period,'west bengal asks private hospitals get help from non-covid specialists for crisis period
81343,81438, 'Making roads unhealthy by cleaning sewage,'making roads unhealthy cleaning sewage
111232,111346, 'Locust swarms enter Haryana,'locust swarms enter haryana
194121,194287, 'Varsity syndicate member files dowry case against in-laws,'varsity syndicate member files dowry case against in-laws
191318,191482, 'Telangana: Congress demands probe into fake video about Dubbak candidate,'telangana: congress demands probe into fake video about dubbak candidate
58546,58628, 'Ten people gather for prayer,'ten people gather for prayer
156931,157068, 'Dilapidated,'dilapidated
214976,215159, will meet challenge: Jaishankar,will meet challenge: jaishankar
